Date,Bid,Descript
2013-08-06,000063.SZ,G 牌照 发放 开启 亿 投资 盛宴 设备 商将 率先 受益 
2013-08-05,000063.SZ,场内 资金 动向 月日 
2013-08-05,000063.SZ,中兴通讯 受惠 于 年 推出 G 网络 维持 收集 
2013-08-05,000063.SZ,机构 评级 勾画 月 钱景 六 行业 或成 淘宝 金矿 
2013-08-05,000063.SZ,华泰 证券 通信 设备 制造 行业 未来 年 持续 受益 G 建网 重点 推荐 公司 
2013-08-05,000063.SZ,机构 评级 勾画 八月 钱景 六 行业 或成 淘宝 金矿 图 
2013-08-04,000063.SZ,月 知名 券商 金股 汇总 
2013-08-02,000063.SZ,场内 资金 动向 月日 
2013-08-02,000063.SZ,中兴 N 手 机遇 几十 例 投诉 GPS 定位 漂移 
2013-08-02,000063.SZ,券商 策略 研究 观点 网罗 看涨 预跌 
2013-08-01,000063.SZ,场内 资金 动向 月日 
2013-08-01,000063.SZ,电信 服务行业 中 电信 将 加快 LTE 部署 并 提供 TDLTE 数据服务 
2013-08-01,000063.SZ,周四 恒生 A H股 溢价 指数 涨 收报 点 
2013-08-01,000063.SZ,中信 建投 推荐 金地集团 海螺水泥 等 十只 个股 
2013-08-01,000063.SZ,中国 成 日本 电子 零部件 厂商 第三 大 客户 
2013-08-01,000063.SZ,硕贝德 中兴 发布 首款 无线 充电 手机 巨大 市场 空间 徐徐 开启 
2013-08-01,000063.SZ,中兴通讯 HK 相关 新闻 及 公告 
2013-08-01,000063.SZ,券商 早间 研究 观点 汇总 月日 
2013-08-01,000063.SZ,中兴 上半年 净利润 达 亿元 大幅 增长 
2013-08-01,000063.SZ,双足 鼎立 格局 下 亚洲 手机 制造商 路在何方 
2013-08-01,000063.SZ,申银万国 硕贝德 中兴 发布 首款 无线 充电 手机 巨大 市场 
2013-08-01,000063.SZ,A股 融资 融券 日报 月日 
2013-08-01,000063.SZ,银河证券 月 投资 组合 宜 适度 均衡 推荐 中兴通讯 等 个股 
2013-08-01,000063.SZ,月日 早间 深市 主板 公司公告 汇总 按 证券 代码 排序 
2013-08-01,000063.SZ,中兴通讯 年 公司债券 第一期 年 第一次 债券 持有人 会议 决议 
2013-08-01,000063.SZ,巨亏 亿 寻求 突围 中兴 扭亏 路径 加速 布局 政企 网 
2013-08-01,000063.SZ,月日 晚间 深市 主板 公告 一览 
2013-07-31,000063.SZ,工信部 发布 第届 电子信息 百强 名单 华为 连续 届 蝉联 榜首 
2013-07-31,000063.SZ,场内 资金 动向 月日 
2013-07-31,000063.SZ,信息技术 行业 月 报 看好 人机交互 LTE 外延 扩张 
2013-07-31,000063.SZ,招商证券 LTE 频谱 已 规划 牌照 发放 最早 在 月 
2013-07-31,000063.SZ,增设 国家级 互联网 骨干 直联点 概念股 望 受益 
2013-07-31,000063.SZ,我国 增设 国家级 互联网 骨干 点 股望 受益 
2013-07-31,000063.SZ,LTE 产业 发展 峰会 将 举行 通信 股 迎来 腾飞 契机 
2013-07-31,000063.SZ,政治局 会议 稳字 当头 结构调整 行业 存 机会 
2013-07-31,000063.SZ,国泰君安 给予 中兴通讯 收集 评级 
2013-07-30,000063.SZ,华为 逆市 涨薪 抢 人 本科 毕业生 起薪 上调 至元 
2013-07-30,000063.SZ,上百 城市 建 智慧 城市 中兴通讯 呼吁 统一标准 
2013-07-30,000063.SZ,LTE 产业 发展 峰会 月日 召开 龙头股 受 关注 
2013-07-30,000063.SZ,华为 中兴 抢人 大战 悄然 打响 
2013-07-30,000063.SZ,华为 逆市 涨薪 抢 人 新 发现 
2013-07-29,000063.SZ,国产手机 要逆袭 高端 
2013-07-29,000063.SZ,中兴通讯 股权 激励 或失 考核 价值 
2013-07-29,000063.SZ,本周 股评家 最 看好 的 个股 人次 推荐 中兴通讯 
2013-07-28,000063.SZ,中兴通讯 股权 激励 业绩 基准 定 今年 投资者 担忧 
2013-07-27,000063.SZ,洗牌 声急 国产手机 要逆袭 高端 
2013-07-27,000063.SZ,中兴通讯 股权 激励 业绩 基准 定 今年 引 投资者 担忧 
2013-07-26,000063.SZ,中兴通讯 股权 激励 业绩 基准 指定 今年 引 投资者 担忧 
2013-07-26,000063.SZ,华为 砸 出 亿元 加薪 年 应届生 起薪 至 万 
2013-07-26,000063.SZ,银河证券 中兴通讯 中期 业绩 符合 预期 行权价 是 激励 方 
2013-07-26,000063.SZ,海通证券 中兴通讯 游客 增长 抢眼 业绩 增速 接近 预期 上 
2013-07-26,000063.SZ,招商证券 中兴通讯 行业 拐点 已至 公司 经营 改善 激励 提 
2013-07-26,000063.SZ,华创 证券 中兴通讯 主营 业绩 好转 股权 激励 计划 彰显 公 
2013-07-26,000063.SZ,华为 签下 埃塞俄比亚 亿美元 合同 
2013-07-25,000063.SZ,大宗 交易 青睐 三大 行业 亿 资金 热 捧 相关 个股 
2013-07-25,000063.SZ,G 牌照 提前 年内 发放 通讯 类 个股 闻风 普涨 
2013-07-25,000063.SZ,日 港股 必读 李克强 政策 受惠 股 升温 
2013-07-25,000063.SZ,中兴通讯 携 股权 激励 复牌 A H股 暴涨 
2013-07-25,000063.SZ,交银 国际 中兴通讯 中性 评级 目标价 港元 
2013-07-25,000063.SZ,中兴通讯 主营 亏损 远超过 去年同期 股价 反 连续 大涨 
2013-07-25,000063.SZ,辉立 证券 推介 中兴通讯 目标价 港元 
2013-07-25,000063.SZ,国都 证券 G 建设 在 规模 及时 点上 均 有 超 预期 可能 
2013-07-25,000063.SZ,通信 行业 一周 谈主 设备 商 业绩 出现 拐点 
2013-07-25,000063.SZ,中兴通讯 半年 业绩 快报 及 股权 激励 方案 点评 反转 趋势 明确 上调 投资 评级 
2013-07-24,000063.SZ,中兴通讯 主营 亏损 远超 去年同期 股价 反 连续 大涨 
2013-07-24,000063.SZ,月日 超级 卖出 大单 排行 前名 
2013-07-24,000063.SZ,中兴通讯 业绩 的 探底 回升 趋势 得以 确定 
2013-07-24,000063.SZ,中兴通讯 游客 增长 抢眼 业绩 增速 接近 预期 上限 
2013-07-24,000063.SZ,中兴通讯 中期 业绩 符合 预期 行权价 是 激励 方案 最 亮点 
2013-07-24,000063.SZ,中兴通讯 主营 业绩 好转 股权 激励 计划 彰显 公司 发展 信心 
2013-07-24,000063.SZ,中兴通讯 行业 拐点 已至 公司 经营 改善 激励 提振 信心 
2013-07-24,000063.SZ,中兴通讯 复牌 无量 涨停 
2013-07-24,000063.SZ,中兴通讯 一字 涨停 股权 激励 主题 存 投资 机会 
2013-07-24,000063.SZ,中兴通讯 股权 激励 对 板块 影响 分析 龙头 公司 看好 行业 发展 板块 估值 进一步 提升 
2013-07-24,000063.SZ,公布 股权 激励 计划 中兴通讯 一字 涨停 
2013-07-24,000063.SZ,中兴通讯 Q 单季 主营 扭亏 业绩 环比 持续 改善 股权 激励 新起点 再 出发 
2013-07-24,000063.SZ,中兴通讯 信息 消费 重启 行业 黄金 十年 中兴通讯 新起点 再 出发 
2013-07-24,000063.SZ,中兴通讯 能否 禁得住 推敲 
2013-07-24,000063.SZ,中兴 再次 实施 股权 激励 
2013-07-24,000063.SZ,中兴 时隔 六年 再 推 股权 激励 授予 人 股票 期权 
2013-07-23,000063.SZ,月日 晚间 深交所 主板 公告 汇总 
2013-07-23,000063.SZ,STCN 解读 中兴通讯 中期 净利 增长 再 推 股权 激励 
2013-07-23,000063.SZ,中兴 上半年 净利润 亿元 
2013-07-23,000063.SZ,备战 G 中兴通讯 再 实施 股权 激励 
2013-07-23,000063.SZ,LTE 智能 终端 迅猛 增 推动 G 发展 投资 机会 解析 附股 
2013-07-23,000063.SZ,月日 晚间 深市 公告 速递 
2013-07-23,000063.SZ,月日 早间 深市 主板 公司公告 汇总 按 证券 代码 排序 
2013-07-23,000063.SZ,月日 晚间 两市 中期 业绩 预告 及 中报 速递 
2013-07-23,000063.SZ,中兴通讯 推 大规模 股权 激励 拟授 亿份 股票 期权 
2013-07-23,000063.SZ,月日 机构 研报 精华 摘要 
2013-07-23,000063.SZ,中兴通讯 年 上半年 业绩 疲弱 
2013-07-23,000063.SZ,中兴通讯 业绩 反转 确定 G 弄潮儿 开始 爆发 
2013-07-23,000063.SZ,中兴通讯 H股 涨超 半年 业绩 预增 逾 两成 
2013-07-23,000063.SZ,中兴通讯 行业 愈 景气 公司 表 信心 
2013-07-23,000063.SZ,中兴通讯 推 股权 激励 业绩 预增 
2013-07-23,000063.SZ,大涨 个股 成交 龙虎榜 年月日 
2013-07-23,000063.SZ,齐鲁 证券 中兴通讯 主营 盈利 拐点 已显 
2013-07-23,000063.SZ,月日 超级 卖出 大单 排行 前名 
2013-07-23,000063.SZ,大宗 交易 青睐 三大 行业 亿元 资金 热 捧 相关 个股 
2013-07-23,000063.SZ,中信 建投 中兴通讯 公布 股权 激励 及 中报 快报 公司 即将 
2013-07-23,000063.SZ,民生 证券 中兴通讯 信息 消费 重启 行业 黄金 十年 中兴 通 
2013-07-23,000063.SZ,民生 证券 中兴通讯 Q 单季 主营 扭亏 业绩 环比 持续 改善 
2013-07-23,000063.SZ,中兴通讯 今日 交易 异动 涨跌幅 偏离 值 
2013-07-23,000063.SZ,中兴通讯 行业 愈 景气 公司 表 信心 
2013-07-23,000063.SZ,中兴通讯 中期 净利 同比 增长 
2013-07-23,000063.SZ,国泰君安 中兴通讯 股权 激励 上调 目标价 至元 
2013-07-23,000063.SZ,中兴通讯 公布 股权 激励 及 中报 快报 公司 即将 进入 业绩 实质 上升 阶段 
2013-07-23,000063.SZ,中兴通讯 主营 利润 转正 股权 激励 明确 发展 信心 
2013-07-23,000063.SZ,安信 证券 中兴通讯 众员 激励 显著 复苏 
2013-07-23,000063.SZ,中兴通讯 股权 激励 方案 出台 业绩 进入 提速 期 
2013-07-23,000063.SZ,中兴通讯 节流 带来 业绩 拐点 激励 驱动 持续 发展 
2013-07-23,000063.SZ,中兴通讯 业绩 反转 确定 G 弄潮儿 开始 爆发 
2013-07-23,000063.SZ,中信 建投 行业 趋势 向上 明显 给予 中兴通讯 元 目标价 
2013-07-23,000063.SZ,中兴通讯 研究 报告 中国 中投 证券 中兴通讯 业绩 复苏 确定 
2013-07-23,000063.SZ,中兴通讯 H股 劲升 半年 净利 显著 增长 
2013-07-23,000063.SZ,中兴通讯 简要 分析 年 上半年 业绩 疲弱 拟定 新 的 员工 激励 方案 
2013-07-23,000063.SZ,中兴通讯 众员 激励 显著 复苏 
2013-07-23,000063.SZ,G 牌照 发放 日期 不远 概念股 存 机会 
2013-07-23,000063.SZ,个股 中兴通讯 开盘 涨停 净利 增长 提升 信心 
2013-07-23,000063.SZ,中信证券 中兴通讯 业绩 呈现 明显 环比 改善 迹象 
2013-07-23,000063.SZ,华泰 证券 中兴通讯 业绩 反转 确定 估值 优势 明显 
2013-07-23,000063.SZ,快讯 宽带 中国 概念 大涨 中兴通讯 等 涨停 
2013-07-23,000063.SZ,申银万国 G 建设周期 提前 将 进一步 推升 通信 行业 景气 度 
2013-07-23,000063.SZ,长江证券 中兴通讯 股权 激励 方案 出台 业绩 进入 提速 期 
2013-07-23,000063.SZ,中兴通讯 业绩 复苏 确定 TDLTE 份额 有望 超 预期 
2013-07-23,000063.SZ,中兴通讯 上半年 同比 增长 超 两成 
2013-07-23,000063.SZ,中兴通讯 主营 盈利 拐点 已显 中期 买点 来临 
2013-07-23,000063.SZ,中兴通讯 及台 和 商事 今早 复牌 
2013-07-23,000063.SZ,中兴通讯 再 实施 股权 激励 授予 人 股票 期权 
2013-07-23,000063.SZ,日 看盘 必读 保险 股 或 受利改 冲击 A股 小涨 难改 振荡 态势 
2013-07-23,000063.SZ,中兴通讯 授 股票 期权 亿 A股 明日 复牌 
2013-07-23,000063.SZ,万亿 盛宴 盘点 十大 信息 消费 个股 
2013-07-23,000063.SZ,中兴通讯 上半年 净利 同比 增长 逾 两成 
2013-07-23,000063.SZ,月日 早间 深市 主板 公司公告 汇总 按 证券 代码 排序 
2013-07-23,000063.SZ,中兴通讯 年 半年度 业绩 快报 
2013-07-23,000063.SZ,齐鲁 证券 中兴通讯 合理 股价 区间 为元 
2013-07-23,000063.SZ,中投 证券 中兴通讯 业绩 复苏 确定 给予 目标价 元 
2013-07-23,000063.SZ,国金证券 中兴通讯 股权 激励 驱动 持续 发展 目标价 元 
2013-07-23,000063.SZ,中兴通讯 中期 净利 亿 同比 增长 
2013-07-23,000063.SZ,中兴通讯 上半年 净利润 实现 增长 
2013-07-23,000063.SZ,昨夜 今晨 中兴 上半年 营收 同比 降 
2013-07-23,000063.SZ,中兴通讯 推 大规模 股权 激励 
2013-07-23,000063.SZ,中兴通讯 第六届 董事会 第六次 会议 决议 
2013-07-22,000063.SZ,中兴 上半年 营收 同比 降 净利 同比 增 
2013-07-22,000063.SZ,晚间 重要 公告 速递 月日 
2013-07-22,000063.SZ,中兴通讯 上半年 净利润 同比 增长 快报 
2013-07-22,000063.SZ,中信证券 通信 设备 未来 一年 业绩 政策 将 持续 向 好 
2013-07-22,000063.SZ,中兴通讯 重大 事项 临时 停牌 进展 
2013-07-22,000063.SZ,中兴 全网 神机 一机 走 天下 
2013-07-22,000063.SZ,万亿 盛宴 盘点 十大 信息 消费 个股 
2013-07-20,000063.SZ,环保 标准 或 强制 认证 绿色 手机 有望 获 财政补贴 
2013-07-19,000063.SZ,中兴通讯 签署 白俄罗斯 RFID 智能 物流 监控 系统 项目 
2013-07-19,000063.SZ,民生 证券 未来 政府 必然 将 加大 节能 环保 和 信息 消费 产业 投资 
2013-07-19,000063.SZ,平安 证券 G 网络 建设 层面 重点 关注 中兴通讯 和 烽火通信 
2013-07-19,000063.SZ,银河证券 国务院 常务会议 多方面 推动 信息 消费 重点 利好 G 和 三网 融合 
2013-07-19,000063.SZ,华为 有意 进军 G 网络 相关 概念股 或 被 带动 附股 
2013-07-18,000063.SZ,中兴 携手 英特尔 玩极客 战术 求 突围 
2013-07-17,000063.SZ,年 中国 强 亏损 公司 中远 亏损 第一 
2013-07-17,000063.SZ,英特尔 移动 芯片 进入 关键期 
2013-07-17,000063.SZ,海南 以 园区 改革 带动 优化 营商 环境 
2013-07-16,000063.SZ,三大 运营商 G 牌照 最早 于 月 发放 多 股 受益 
2013-07-16,000063.SZ,中信 建投 预计 G 投资 将 带来 通信 行业 结构性 机会 
2013-07-16,000063.SZ,长江证券 LTE 建设 大规模 展开 将 推动 通信业 基本面 在 未来 年 持续 向上 
2013-07-16,000063.SZ,中兴通讯 再筹 股权 激励 计划 
2013-07-15,000063.SZ,中兴通讯 日起 停盘 拟 筹划 新 股权 激励 
2013-07-15,000063.SZ,英特尔 重回 移动 芯片 赛场 站稳脚跟 仍 不易 
2013-07-15,000063.SZ,中兴通讯 长期 股价 低迷 拟 筹划 新 的 股权 激励 
2013-07-15,000063.SZ,中兴通讯 牵手 英特尔 智能手机 落地 中国 计划 
2013-07-15,000063.SZ,中兴通讯 今早 停牌 涉 A股 股票 期权 激励 计划 
2013-07-15,000063.SZ,中兴通讯 信息化 助力 企业 经营 决策 
2013-07-15,000063.SZ,个股 信息 中兴通讯 HK 今早 停牌 涉 A股 股票 期权 激励 计划 
2013-07-15,000063.SZ,G 牌照 年内 发放 相关 概念股 迎 重大 利好 
2013-07-15,000063.SZ,股海 导航 月日 沪深股市 公告 提示 
2013-07-14,000063.SZ,中兴通讯 筹划 股权 激励 日起 停牌 
2013-07-14,000063.SZ,中兴通讯 筹划 A股 股票 期权 激励 计划 月日 起 停牌 
2013-07-13,000063.SZ,美国 再次 发起 调查 三一重工 否认 专利 侵权 准备 应诉 
2013-07-12,000063.SZ,本周 A股 共有 只 股票 发生 笔 大宗 交易 成交 总额 亿 
2013-07-12,000063.SZ,中兴通讯 今日 大宗 交易 成交 万股 成交价 元 折价率 
2013-07-12,000063.SZ,多家 公司 中标 中 移动 TDLTE 采购 大单 附股 
2013-07-11,000063.SZ,深交所 互动 易 曝 机构 调研 路线图 科技股 最受 青睐 
2013-07-11,000063.SZ,机构 密集 调研 科技类 上市公司 
2013-07-11,000063.SZ,上市公司 回购 潮涌 逾 亿 回购 资金 伺机 进场 
2013-07-11,000063.SZ,上市公司 逢 低 入市 掀 回购 潮 
2013-07-11,000063.SZ,英特尔 芯片 进入 关键期 立足 需 规模 销售量 
2013-07-11,000063.SZ,深交所 互动 易 曝 机构 调研 路线图 科技股 门庭若市 
2013-07-10,000063.SZ,上市公司 逢 低 入市 掀 回购 潮 百亿 资金 力挺股 
2013-07-10,000063.SZ,财富 强 折射 手机 业 演变 三星 已成 王者 之师 诺基亚 颓势 明显 
2013-07-10,000063.SZ,中兴 刚出 了 款 手机 名字 叫 极客 
2013-07-10,000063.SZ,主力 机构 跑步 进场 基金 不 惧 调整 逢 低 继续 加仓 
2013-07-10,000063.SZ,机构 六月 调研 路线图 曝光 三大 行业 受 青睐 附股 
2013-07-10,000063.SZ,基金 券商 六月 调研 路线图 曝光 驻足 百家公司 
2013-07-10,000063.SZ,机构 六月 调研 路线图 曝光 驻足 百家公司 
2013-07-10,000063.SZ,机构 六月 调研 路线图 曝光 三大 行业 受 青睐 
2013-07-10,000063.SZ,机构 六月 调研 路线图 曝光 驻足 百家公司 青睐 蓝筹 高科 
2013-07-09,000063.SZ,月日 机构 研报 精华 摘要 
2013-07-09,000063.SZ,金台 观察 大唐电信 恋上 游戏 恐非 正道 
2013-07-09,000063.SZ,早盘 游资 大单 抛售 的 前 只 个股 
2013-07-09,000063.SZ,通信 行业 中国电信 lte 进程 超 市场 预期 
2013-07-09,000063.SZ,中兴 何以 中兴 
2013-07-09,000063.SZ,G 时代 亚太 表现 惊人 中国 用户 年 将 达 亿 
2013-07-09,000063.SZ,吴通 通讯 中 报 业绩 同比 再 降 六成 上市 后 业绩 即 变脸 
2013-07-09,000063.SZ,淘宝 同学 引爆 教育 信息 千亿 市场 
2013-07-09,000063.SZ,受益 去 思科 化 时代 分析师 看好 中兴通讯 
2013-07-09,000063.SZ,淘宝 涉足 在线教育 淘宝 同学 引爆 教育 信息 千亿 市场 
2013-07-09,000063.SZ,瑞信 下调 中兴 评级 
2013-07-09,000063.SZ,中国 G 用户 年 将 达 亿 
2013-07-08,000063.SZ,逆势 富豪 行歌尔 声学 姜滨 夫妇 半年 财富 飙升 亿 称王 
2013-07-08,000063.SZ,吴通 通讯 预告 中 报 业绩 腰斩 股民 庄家 太 阴险 
2013-07-08,000063.SZ,通信 中国电信 GLTE 网络 建设 或 将 大规模 展开 
2013-07-08,000063.SZ,通信 行业 年 半年报 业绩 前瞻 中兴 主业 有望 盈利 中 电信 突击 建 G 
2013-07-08,000063.SZ,月日 两市 超大 账户 抢筹 的 只 个股 
2013-07-08,000063.SZ,西南证券 蹊跷 接盘 ST贤成 双喜 瑞赢 号 个 月 暴跌 清盘 
2013-07-08,000063.SZ,智能手机 生产商 竞争 加剧 业绩 受 冲击 
2013-07-08,000063.SZ,沪深股市 上证 及 深成 半日 仅 跌 及 银行 板块 跑 赢 
2013-07-08,000063.SZ,主题 报告 更新 稳健 蓝筹 关注 汇金 持续 增持 
2013-07-08,000063.SZ,中兴 商旅 e 路通 致力于 打造 国内 企业 差旅 管理 第一 品牌 
2013-07-08,000063.SZ,中国 低端 移动 设备 市场 支撑 芯片 产业 增长 
2013-07-08,000063.SZ,网络 信息业 国产化 提速 股 
2013-07-08,000063.SZ,通信 行业 周报 中 移动 ITE 主 设备 招标 启动 
2013-07-08,000063.SZ,通信 行业 年 半年度 策略 报告 G 牌照 迷雾 中 投资 线索 逐渐 清晰 
2013-07-08,000063.SZ,每日 精选 电价 政策 加速 核电 投资 荐 股 
2013-07-08,000063.SZ,上市 后 业绩 即 变脸 吴通 通讯 中 报 业绩 同比 再 降 六成 
2013-07-07,000063.SZ,下周一 重点 布局 十大 板块 优质 股 
2013-07-06,000063.SZ,棱镜 门成 转折点 网络 信息产业 国产化 提速 
2013-07-05,000063.SZ,中山 证券 给予 通信 行业 强于 大 市 评级 
2013-07-05,000063.SZ,月份 融资 融券 余额 增速 急速 下滑 
2013-07-05,000063.SZ,中国 低端 移动 设备 支撑 芯片 产业 增长 
2013-07-05,000063.SZ,中兴 HK 续 赢得 中 电信 HKCDMA 采购 合同 
2013-07-05,000063.SZ,招商证券 季度 是 LTE 板块 较 好 加仓期 强烈推荐 海能达 等 股 
2013-07-05,000063.SZ,年 通信 行业 中 报 业绩 前瞻 公网 淡化 中报 且 看 下半年 专网 已现 拐点 
2013-07-05,000063.SZ,中 报 行情 小 时代 新兴产业 大 惊喜 
2013-07-05,000063.SZ,通信 行业 周报 芯片 多 载波 聚合 技术 获新 突破 TDLTE 产业链 日趋 成熟 
2013-07-05,000063.SZ,通信 行业 年 中报 预览 整体 难言 乐观 个股 不乏 亮点 
2013-07-05,000063.SZ,机构 加紧 调研 G 产业 下半年 或 形成 投资 机会 
2013-07-05,000063.SZ,机构 二季度 密集 调研 成长 消费 股 
2013-07-05,000063.SZ,每日 精选 上海 自贸区 方案 获 批准 荐 股 
2013-07-05,000063.SZ,中 高端 手机 渐成 主流 长盈精密 接连 受益 
2013-07-05,000063.SZ,埃及 变局 中资企业 储粮 一月 
2013-07-04,000063.SZ,通信 行业 周报 G 招标 明确 超配 通信 设备 移动 互联网 主导 未来 方向 
2013-07-04,000063.SZ,沪深股市 上证 及 深成弹 及 比亚迪 及洛 钼 A股 跑 赢 
2013-07-04,000063.SZ,中国 厂商 成 全球 芯片 行业 增长 新 引擎 
2013-07-04,000063.SZ,通信 及 相关 设备 行业 大 产业 集群 出台 相关 公司 迎来 三重 利好 
2013-07-04,000063.SZ,通信 年 中期 策略 布局 G 专网 通信 
2013-07-04,000063.SZ,通信 行业 年 中期 投资 策略 关注 G 落地 布局 移动 支付 
2013-07-04,000063.SZ,通信 行业 G 各项 工作 稳步 推进 超配 通信 行业 
2013-07-04,000063.SZ,创业板 发飙 看上去 很 美 
2013-07-04,000063.SZ,机构 二季度 密集 调研 成长 消费 股 
2013-07-03,000063.SZ,周三 A股 资金 净流入 净流出 十大 个股 名单 
2013-07-03,000063.SZ,沪深股市 上证 及 深成 吐 不足 华电 新华 保险 A股 挫逾约 
2013-07-03,000063.SZ,中兴 斥 巨资 扩展 社会 渠道 
2013-07-02,000063.SZ,个股 资金 流向 中兴通讯 流入 居首 
2013-07-02,000063.SZ,中兴 与 迪信通 达成 合作 年度 目标 包销 万台 
2013-07-02,000063.SZ,周二 A股 资金 净流入 净流出 十大 个股 名单 
2013-07-02,000063.SZ,申银万国 上调 中兴通讯 评级 至 增持 
2013-07-02,000063.SZ,中兴通讯 与 迪信通 战略 合作 年 销售 目标 万台 
2013-07-02,000063.SZ,月日 A股 半日 资金 净流入 前 十大 个股 附表 
2013-07-02,000063.SZ,银河证券 月 股指 或 低位 震荡 等待 反弹 推荐 博瑞传播 等 股 
2013-07-02,000063.SZ,月日 早间 深市 主板 公司公告 汇总 按 证券 代码 排序 
2013-07-01,000063.SZ,月日 晚间 深市 主板 公告 汇总 
2013-07-01,000063.SZ,月日 A股 半日 资金 净流出 前 十大 个股 附表 
2013-07-01,000063.SZ,中兴 手机 业务 分拆 的 动机 何在 BB 还是 BC 成 渠道 操作 核心 矛盾 
2013-07-01,000063.SZ,华为 中兴 烽火 通讯 参与 中 移动 基站 投标 
2013-07-01,000063.SZ,G 招标 盛宴 开启 基金 密集 调研 相关 公司 
2013-06-28,000063.SZ,月日 晚间 深市 主板 公告 汇总 
2013-06-28,000063.SZ,中兴通讯 政企 网 布局 商业 市场 深耕细作 实现 健行 致远 图 
2013-06-27,000063.SZ,中兴 手机 投资 亿元 谋 渠道 社会化 暂无 分拆 计划 
2013-06-27,000063.SZ,中兴 手机 亮相 天翼 手机 交易会 将塑 时尚品牌 
2013-06-27,000063.SZ,中兴通讯 CloudRadio 开启 LTE 网络 性能 新 时代 
2013-06-27,000063.SZ,中兴通讯 预计 今年 将 恢复 盈利 得益于 向 G 转型 图 
2013-06-27,000063.SZ,只 个股 频现 龙虎榜 信息 服务 等 三 板块 领舞 六月 
2013-06-27,000063.SZ,多家 上市公司 携 重磅 产品 亮相 
2013-06-27,000063.SZ,拟 投资 过 亿元 中兴 手机 谋 渠道 社会化 
2013-06-26,000063.SZ,亿 手机 采购 背后 CDMA 手机 渠道 求 突围 
2013-06-26,000063.SZ,中 电信 亿 采购 背后 CDMA 手机 渠道 求 突围 
2013-06-26,000063.SZ,中兴通讯 业界 首家 实现 Gbps 速率 跨 频段 载波 聚合 
2013-06-26,000063.SZ,中 移动 G 设备 招标 板块 个股 闻风而动 
2013-06-26,000063.SZ,中兴通讯 预计 今年 将 恢复 盈利 
2013-06-26,000063.SZ,中信 建投 预计 年 移动 支付卡 开始 爆发 
2013-06-26,000063.SZ,原 ZTE 沈力 已 确认 与 同洲 携手 将 致力 同洲 四屏 合一 发展 图 
2013-06-26,000063.SZ,十大 港股 机构 荐 股 精选 中兴通讯 等 
2013-06-26,000063.SZ,中兴通讯 发布 多款 专用 型号 新品 助力 商业 分销 拓展 
2013-06-26,000063.SZ,尚乘 财富 建议 买入 中兴通讯 目标价 港元 
2013-06-26,000063.SZ,中 移动 G 设备 招标 上市公司 有望 分羹 
2013-06-26,000063.SZ,中兴通讯 副总裁 方晖 宽带 大 发展 助 IPTV 腾飞 
2013-06-26,000063.SZ,中兴 智能 终端 战略 转型 
2013-06-26,000063.SZ,双重 利好 刺激 逾 亿元 资金 加油 只 通信 股 
2013-06-26,000063.SZ,沪 指 上演 百点 大反 抽 增量 资金 趁势 抄底 三 行业 
2013-06-26,000063.SZ,亿 手机 采购 大餐 背后 的 虚火 CDMA 手机 渠道 求 突围 
2013-06-25,000063.SZ,月日 A股 半日 资金 净流入 前 十大 个股 附表 
2013-06-25,000063.SZ,中国移动 G 招标 大幕 拉开 中兴通讯 涨超 
2013-06-25,000063.SZ,中兴通讯 IPTV 市场份额 位列 全球 第二 
2013-06-25,000063.SZ,中兴通讯 涨中 移动 G 设备 招标 启动 
2013-06-25,000063.SZ,快讯 移动 G 设备 招标 启动 中兴通讯 大涨 
2013-06-25,000063.SZ,中兴通讯 A股 逆市 走强 现涨 逾 中 移动 G 设备 招标 启动 
2013-06-25,000063.SZ,中兴通讯 涨超 中 移动 G 设备 招标 启动 
2013-06-25,000063.SZ,挑战 OR 机遇 中兴 加速 发展 企业 视频会议 
2013-06-25,000063.SZ,中兴 海外 项目 搁浅 尼日利亚 展开 项目 调查 
2013-06-25,000063.SZ,中 移动 提高 招标 门槛 亿 G 基站 投资 落地 
2013-06-25,000063.SZ,中兴 将 推出 更 多 G 智能手机 进军 高端 市场 图 
2013-06-25,000063.SZ,中 移动 G 设备 招标 启动 相关 上市公司 有望 分羹 
2013-06-24,000063.SZ,中兴通讯 多 形态 移动 终端 应用 模式 将 综合 智能化 
2013-06-24,000063.SZ,中 移动 启动 G 招标 万 基站 规模 空前 机构 分析 受益 股 
2013-06-24,000063.SZ,IPTV 供应商 全球排名 出炉 大 厂商 主导 的 竞争 地 
2013-06-23,000063.SZ,中兴 赵光 今年 会 加大 投入 促 产品 转型 
2013-06-22,000063.SZ,中兴 发力 高端 手机 市场 将 推出 更 多 G 产品 
2013-06-21,000063.SZ,中兴通讯 消费 电子产品 遭 美国 调查 
2013-06-21,000063.SZ,中兴 完成 全球 首个 基于 TDD 技术 的 VoLTE 语音 电话 
2013-06-21,000063.SZ,优雅 外形 高端 硬件 中兴 GrandS 电信 版 多彩 上市 
2013-06-21,000063.SZ,中兴 发布 电信 版 GrandS 坦言 品牌 仍 是 最 痛处 
2013-06-20,000063.SZ,中兴通讯 借助 TDLTE 改变 市场 格局 推荐 评级 
2013-06-20,000063.SZ,斯诺 登 击碎 华为 中兴通讯 设备 美国 梦 
2013-06-20,000063.SZ,中兴 智能机 在 美 销量 增 八成 需 解决 利润 倒挂 
