Date,Bid,Descript,pred
2018/6/12,000063.SZ,涓叴閫氳 鍐?閬?澶氬 鍩洪噾 鍏徃 涓嬭皟 浼板€?,1
2018/6/12,000063.SZ,澶栧獟 涓叴閫氳 鑾峰緱 閾惰 璞佸厤 鍏嶄簬 灏?鑲＄エ 鍋滅墝 璁ゅ畾 涓?杩濈害 ,1
2018/6/12,000063.SZ,涓叴 宸?鍚姩 楂樼 閲嶇粍 鏈熼檺 涓?澶╁ぉ 浠?缃氭 缂寸撼 鍦?鍗?,1
2018/6/12,000063.SZ,涓叴閫氳 鐜板湪 鏈€ 閲嶈 鐨?鏄?鍋氬ソ 鐏惧悗 閲嶅缓 ,1
2018/6/12,000063.SZ,缇庡浗鍙傝闄?绉?鏈€蹇?鏈懆 灏?涓叴閫氳 瑙ｇ 鐩稿叧 璁 鎶曠エ ,1
2018/6/13,000063.SZ,涓叴閫氳 灏?鍚?閾惰 鐢宠 鎺堜俊棰濆害 ,1
2018/6/13,000063.SZ,涓€澶?钂稿彂 濂?鎴垮瓙 鍥涙垚 鑲′笢 鎺掗槦 鍗栧嚭 涓叴 澶嶇墝 鏈夌偣 鎯?,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 棣栨棩 甯傚€?钂稿彂 鎷?鐢宠 璐锋 杩?浜?,-1
2018/6/13,000063.SZ,涓叴 鍙紑 骞村害 鑲′笢澶т細 澧炲姞 涓変釜 涓存椂 鎻愭 ,-1
2018/6/13,000063.SZ,涓叴閫氳 钁ｄ簨浼?澶?鎹㈣ 鏂?钁ｄ簨 鍊欓€変汉 鍑虹倝 ,1
2018/6/13,000063.SZ,涓叴閫氳 鎷熷悜 涓 鍥藉紑琛?鐢宠 鍜?浜跨編鍏?鎺堜俊棰濆害 ,1
2018/6/13,000063.SZ,琚?缇庡浗 浜?鎶㈣蛋 浜?鍒氬垰 涓叴 澶嶇墝 鏆磋穼 ,1
2018/6/13,000063.SZ,鍋滅墝 涓や釜 鏈?涓叴 澶嶇墝 璺屽仠 浣曞 鏄?搴?,-1
2018/6/13,000063.SZ,涓叴閫氳 灏?鍚?閾惰 鐢宠 瓒?浜烘皯甯?缁煎悎 鎺堜俊棰濆害 ,1
2018/6/13,000063.SZ,涓叴閫氳 鎷?鍙紑 鑲′笢澶т細 灏?琛ㄥ喅 浜х敓 鏂颁竴灞?钁ｄ簨浼?鎴愬憳 ,1
2018/6/13,000063.SZ,涓叴閫氳 灏?鍚?閾惰 鐢宠 浜烘皯甯?浜跨編鍏?鎺堜俊棰濆害 ,-1
2018/6/13,000063.SZ,涓叴閫氳 灏?鍚?閾惰 鐢宠 浜跨編鍏?鐨?鎺堜俊棰濆害 ,-1
2018/6/13,000063.SZ,鎽╁皵 閲戣瀺 宸ヤ笟 瀵岃仈 寮€鏉?鍚搁噾 鎷栫疮 鎸囨暟 涓叴 鍑犱釜 璺屽仠 宸叉湁 鍏堜緥 ,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 棣栨棩 甯傚€?钂稿彂 浜?涓暱鏈?浠?鏈?涔愯 鍥犵礌 ,-1
2018/6/13,000063.SZ,鑰佸懆 渚冭偂 涓叴閫氳 鑲′环 濡備綍 閲嶆柊 浼板€?,1
2018/6/13,000063.SZ,涓叴 涓嶅摥 鏈烘瀯 璺屽仠鏉?鍑洪€?杩?涓ゅ崈涓?鍗楀悜 璧勯噾 鍑€鍗?瓒呬笁 浜垮彧 涓偂 鍒?鍘嗗彶 鏂颁綆 鏁版嵁 鏃ユ姤 ,-1
2018/6/13,000063.SZ,鏆磋穼 鏆磋穼 鏆磋穼 涓叴 鑳藉惁 鍔悗浣欑敓 ,1
2018/6/13,000063.SZ,涓叴閫氳 鍏徃 灏?浜?鍙紑 骞村害 鑲′笢澶т細 ,-1
2018/6/13,000063.SZ,涓叴閫氳 鍏ㄤ綋 钁ｄ簨 灏?浜?鑲′笢澶т細 瀹¤ 閫変妇 鍑?鏂颁换 钁ｄ簨 涔?鏃?杈炶亴 ,1
2018/6/13,000063.SZ,涓叴閫氳 鍙紑 鑲′笢澶т細 澧炲姞 閫変妇 钁ｄ簨 绛?涓?璁 ,1
2018/6/13,000063.SZ,榫欒檸姒?瑙ｅ瘑 涓叴閫氳 澶嶇墝 璺屽仠 甯傚€?钂稿彂 瓒呬嚎 鏈烘瀯 璺?璺?,1
2018/6/13,000063.SZ,宸ヤ笟 瀵岃仈 鎶借 涓叴閫氳 鐮?鐩?榄斿拻 杩樻湁 甯屾湜 鍚?,1
2018/6/13,000063.SZ,涓叴閫氳 鍔悗浣欑敓 鑲＄エ 澶嶇墝 璺屽仠 娓偂 鏆磋穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 璺屽仠 钀ヤ笟閮?涔板叆 鏈€ 澶?鏈烘瀯 涔板崠 浜掑崥 ,1
2018/6/13,000063.SZ,浠婃棩 鏄?涓叴閫氳 澶嶇墝 棣栨棩 涓嬭穼 ,-1
2018/6/13,000063.SZ,鎸囨暟 閲嶅洖 寮卞娍 涓叴閫氳 澶嶇墝 璺屽仠 ,1
2018/6/13,000063.SZ,涓叴閫氳 娓偂 澶嶇墝 澶ц穼 閫惧垱 涓婂競 浠ユ潵 鏈€澶?璺屽箙 ,1
2018/6/13,000063.SZ,涓撳 璇婅偂 涓叴 澶嶇墝 澶у箙 瑁傚彛 浣庡紑 鎵嬫満 璁惧 鑲?鏅亶 鍙楀帇 ,-1
2018/6/13,000063.SZ,澶嶇墝 棣栨棩 璺屽仠 H鑲?鏆磋穼 涓叴閫氳 甯傚€?涓€鏃?钂稿彂 瓒呬嚎 ,1
2018/6/13,000063.SZ,鏅穼 宸ヤ笟 瀵岃仈 寮€鏉?涓叴閫氳 澶嶇墝 璺屽仠 鎸囨暟 灏剧洏 璺虫按 ,1
2018/6/13,000063.SZ,涓叴閫氳 璺屽仠 骞垮窞 涓€ 钀ヤ笟閮?涔板叆 涓囧厓 ,-1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 涓?鏈烘瀯 甯綅 鍗栧嚭 涓囧厓 ,1
2018/6/13,000063.SZ,闆ㄨ繃澶╂櫞 濡傛灉 杩涘睍 椤哄埄 涓叴 灏?鍦?杩戝嚑澶?澶嶄骇 ,1
2018/6/13,000063.SZ,鎭掔敓鎸囨暟 鏀惰穼 涓叴閫氳 H鑲?澶ц穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 璺屽仠 鎴愪氦 浠?涓?鍙?鏈?瓒?鎶涚洏 寰呭嚭 ,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 璧板嚭 搴曢儴 棰勮 杩庢潵 V 褰?鍙嶅脊 ,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 棣栨棩 H鑲?涓嬭穼 绾?璺屽仠 ,1
2018/6/13,000063.SZ,vivo 鏂版満 娌?鍒樻捣 涓叴閫氳 浠婂鐗?A 绔?閬?榛戝鏀诲嚮 ,-1
2018/6/13,000063.SZ,涓叴 钁ｄ簨浼?澶?鎹㈣ 澶嶇墝 棣栨棩 璺屽仠 H鑲?鏆磋穼 杩?,1
2018/6/13,000063.SZ,涓叴閫氳 浠婃棩 澶嶇墝 鍙岃偂 澶ц穼 杈炬懇 鍏嬮噷鏂?涔嬪墤 楂樻偓 澶撮《 鏈潵 浣曞幓浣曚粠 ,1
2018/6/13,000063.SZ,澶嶇墝 棣栨棩 涓叴閫氳 H鑲?鐙傛郴 杩?寮€鐩?璺屽仠 ,-1
2018/6/13,000063.SZ,灏剧洏 璺虫按 娌?鎸囪穼杩?涓叴閫氳 瓒呬嚎 璧勯噾 鎺掗槦 璺?璺?,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 鐧句嚎 甯傚€?钂稿彂 鍊煎緱 鎵€鏈?璺ㄥ浗浼佷笟 寮曚互涓烘垝 ,1
2018/6/13,000063.SZ,涓叴閫氳 A H鑲?浠婃棩 澶嶇墝 璺屽仠 H鑲?鏆磋穼 ,-1
2018/6/13,000063.SZ,鏉庡ぇ闇?涓叴閫氳 澶嶇墝 瀵?甯傚満 鎭愭厡 搴?灏?鏈夋墍 鍑忓急 ,1
2018/6/13,000063.SZ,涓叴閫氳 浠婃棩 灏?澶嶇墝 鏍煎姏 闆嗗洟 缁堟 瑕佺害 鏀惰喘 闀垮洯 闆嗗洟 ,-1
2018/6/13,000063.SZ,涓叴閫氳 璺屽仠鏉?灏佸崟 閲戦 瓒呬嚎宸?鎴愪氦 瓒?涓囧厓 ,1
2018/6/13,000063.SZ,鎺ㄨ崘 璇勭骇 涓叴 浜嬩欢 瑙ｈ 閫氫俊 琛屼笟 鎷掔粷 浠?鏆傜紦鎵ц 閫氫俊 鏉垮潡 浼板€?鏈夋湜 鍥炲綊 ,1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 娓偂 寮€鐩?澶ц穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 灏?澶嶇墝 涓叴閫氳 涔嬪墠 涓轰粈涔?鍋滅墝 ,1
2018/6/13,000063.SZ,涓叴閫氳 鐩樺墠 璺屽仠 H鑲?澶ц穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 H鑲?寮€鐩?涓嬭穼 鎶曡 绉?鍏跺悗 鏂?灏?闈复 鏄捐憲 鍗栧帇 ,1
2018/6/13,000063.SZ,娓偂 寮傚姩 涓叴閫氳 澶嶇墝 浠ｄ环 涓嶈彶 璺屽仠 H鑲?浣庡紑 ,-1
2018/6/13,000063.SZ,鎭掓寚 浣庡紑 澶卞畧 鐐?涓叴閫氳 澶嶇墝 鏆磋穼 ,1
2018/6/13,000063.SZ,閲戠櫨涓?鍜ㄨ 涓叴閫氳 澶嶇墝 鏈夊埄浜?甯傚満 鐨?鎺㈠簳 浼佺ǔ ,1
2018/6/13,000063.SZ,鎭掓寚 浣庡紑 鎶ョ偣 涓叴閫氳 寮€鐩?璺?,1
2018/6/13,000063.SZ,涓叴閫氳 鐩樺墠 璺屽仠 H鑲?澶ц穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 甯傚€?钂稿彂 浜?浜跨編鍏?缃氭 椤?浜斿勾 鍑€鍒╂鼎 ,-1
2018/6/13,000063.SZ,涓叴閫氳 浠婃棩 澶嶇墝 璺屽仠鏉?H鑲?娣辫穼瓒?,-1
2018/6/13,000063.SZ,涓叴 澶嶇墝 澶╁唴 楂樺眰 澶?鎹㈣ 渚负 璐?鏄惁 浼?閲嶅嚭 涓€绾?,1
2018/6/13,000063.SZ,娌?鎸囪穼 涓叴閫氳 璺屽仠 宸ヤ笟 瀵岃仈 寮€鏉?,1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 灏佸崟 瓒?涓囨墜 ,1
2018/6/13,000063.SZ,涓叴閫氳 H鑲?澶嶇墝 寮€鐩?璺?姝ゅ墠 鍏憡 鏀粯 浜跨編鍏?缃氭 ,1
2018/6/13,000063.SZ,涓叴閫氳 缇庡浗 绂佷护 鎺ヨЕ 鍚?棣栨 澶嶇墝 ,1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 灏佸崟 閲戦 瓒?,-1
2018/6/13,000063.SZ,涓ゅ競 浣庡紑 娌?鎸囪穼 涓叴閫氳 璺屽仠 H鑲?閲嶆尗 杩?,1
2018/6/13,000063.SZ,涓叴閫氳 灏?澶嶇墝 鏃堕棿 瀹氫簬 鏃?缇庡浗 绂佷护 鍙栨秷 ,1
2018/6/13,000063.SZ,涓叴 娓偂 澶嶇墝 鎶?娓厓 杈?鍋滅洏 鍓?涓嬭穼 ,1
2018/6/13,000063.SZ,涓叴閫氳 澶嶇墝 璺屽仠 灏?鏀粯 浜跨編鍏?缃氭 ,1
2018/6/13,000063.SZ,涓叴閫氳 H鑲?浠婃棩 澶嶇墝 鐩樺墠 绔炰环 璺?,1
2018/6/13,000063.SZ,涓叴閫氳 H鑲?浠婃棩 澶嶇墝 鐩樺墠 绔炰环 璺?,1
2018/6/13,000063.SZ,涓?閲?涓叴閫氳 涓氱哗 鐭湡 澶у箙 娉㈠姩 姒傜巼 浣庢殏 缁存寔 鍘熷厛 鐩爣浠?涓嶅彉 ,1
2018/6/13,000063.SZ,涓叴閫氳 灏?瑙ｈ仒 鍜?鏇挎崲 鎵€鏈?楂樼骇 鍓€昏 浠ヤ笂 棰嗗 鏃?涓婂崍 澶嶇墝 ,1
2018/6/13,000063.SZ,鍒稿晢 棰勮 涓叴閫氳 鍚堢悊 鑲′环 涓哄厓 閫氫俊 鏉垮潡 閲嶅ぇ 鍒╃┖ 鍑?娓?,-1
2018/6/13,000063.SZ,閫氫俊 涓叴閫氳 鍚村弸 鏂囨槗 鏅槑 娴寸伀 蹇呭皢 閲嶇敓 缇庡浗 缃戠粶璁惧 甯傚満 鏄惁 浼?瓒嬩簬 寮€鏀?,1
2018/6/13,000063.SZ,涓叴 澶嶇墝 鍑犱釜 璺屽仠 濡備綍 鎸傚崟 ,-1
2018/6/13,000063.SZ,鏂规 閫氫俊 涓叴 浜嬩欢 瑙ｈ 鎷掔粷 浠?鎴?鏆傜紦鎵ц 閫氫俊 鏉垮潡 浼板€?鏈夋湜 鍥炲綊 ,1
2018/6/13,000063.SZ,涓叴 浠婃棩 澶嶇墝 涓€鏂?瑙ｈ 涓叴閫氳 澶╀环 鍜岃В ,1
2018/6/13,000063.SZ,灏?鏀粯 鍚堣 浜跨編鍏?姘戜簨 缃氭 涓叴閫氳 浠婃棩 澶嶇墝 ,1
2018/6/13,000063.SZ,涓叴閫氳 浠婃棩 澶嶇墝 涓?缇庡浗 杈炬垚 鏇夸唬 鍜岃В 鍗忚 ,-1
2018/6/13,000063.SZ,绐佸彂 涓叴 鍙?鍏憡鏃?涓婂崍 澶嶇墝 钁ｄ簨浼?鎴愬憳 鍏ㄩ儴 鏇存崲 涓?涓嶅緱 鍐?褰曠敤 ,-1
2018/6/13,000063.SZ,涓叴閫氳 鍏憡 澶?鐪嬬偣 浠婃棩 澶嶇墝 甯?浣?鍒嗘瀽 鍑犱釜 璺屽仠 ,1
2018/6/14,000063.SZ,G 棣栦釜 鍙?鍟嗙敤 鏍囧噯 鍏竷 鍗庝负 鑱旀兂 涓叴 閮?甯屾湜 G 鍟嗕笟鍖?鍔犻€?,1
2018/6/14,000063.SZ,鍚︽瀬娉版潵 涓叴閫氳 鍒?浜?瑙﹀簳 鍙嶅脊 鐨?鏃跺€?,-1
2018/6/14,000063.SZ,涓叴閫氳 鍐嶅害 涓€瀛?璺屽仠 涓€ 鏈烘瀯 甯綅 浠婃棩 鍗栧嚭 涓囧厓 ,1
2018/6/14,000063.SZ,涓叴閫氳 鑲＄エ 璺屽仠 鑲′环 鎶ュ厓 甯傚€?缂╂按 ,1
2018/6/14,000063.SZ,涓叴閫氳 璇?涓?澶ц穼 鑳岄攨 娓偂 鏆磋穼 涓囪偂 姘?涓€澶?鍥炲埌 瑙ｆ斁鍓?,1
2018/6/14,000063.SZ,涓叴 瑙ｇ 涓嶆槸 缁撳眬 鎴?灏?鏄?涓€涓?鑷垜 瓒呰秺 鐨?寮€绔?,1
2018/6/14,000063.SZ,涓叴閫氳 鍛ㄥ洓 鍗堢洏 鑲′环 璺屽仠 鎶ユ敹 浜庡厓 ,-1
2018/6/14,000063.SZ,涓叴閫氳 H鑲?鍙嶅脊 娑ㄥ箙 涓€搴?瓒?,-1
2018/6/14,000063.SZ,涓叴閫氳 杩炵画 涓ゆ棩 璺屽仠 鍗栫洏 灏佸崟 瓒呰繃 涓囨墜 ,1
2018/6/14,000063.SZ,涓叴 鐢宠 骞村害 鑲′笢澶т細 寮€濮?鏃堕棿 鏃?,-1
2018/6/14,000063.SZ,娓偂 寮傚姩 浼?钁ｄ簨闀?浜洪€?灏?绌洪檷 涓叴閫氳 閫嗗競 鍙嶅脊 ,-1
2018/6/14,000063.SZ,涓叴閫氳 灏?浜?鍙紑 鑲′笢澶т細 浠婃棩 缁х画 璺屽仠 ,1
2018/6/14,000063.SZ,涓叴閫氳 缁х画 璺屽仠 H鑲?鐣?涓嬫尗 鍚?琚?杩呴€?鎷?璧?,-1
2018/6/14,000063.SZ,涓叴閫氳 澶嶇墝 绗簩鏃?缁х画 璺屽仠 ,-1
2018/6/14,000063.SZ,涓叴閫氳 杩炵画 绗簩澶?璺屽仠 ,-1
2018/6/14,000063.SZ,涓叴閫氳 娓偂 寮€鐩?璺?,-1
2018/6/14,000063.SZ,涓叴閫氳 杩炵画 涓ゆ棩 璺屽仠 灏佸崟 閲戦 閫?,-1
2018/6/14,000063.SZ,涓叴閫氳 澶嶇洏 娆℃棩 缁х画 璺屽仠 H鑲?涓嬭穼 ,1
2018/6/14,000063.SZ,缇庤仈鍌?鍔犳伅 闈村瓙 钀藉湴 娌?鎸囦綆 寮€ 涓叴閫氳 杩炵画 涓ゆ棩 璺屽仠 ,-1
2018/6/14,000063.SZ,楂樼洓 涓嬭皟 涓叴閫氳 H鑲?璇勭骇 鑷?涓€?,1
2018/6/14,000063.SZ,涓叴閫氳 璺屽仠 浜?宸ヤ笟 瀵岃仈 寮€鏉?浜?鏈烘瀯 寮€濮?澶?閫冧骸 ,-1
2018/6/14,000063.SZ,楂樼洓 涓嬭皟 涓叴閫氳 H鑲?璇勭骇 鑷?涓€?瀹㈡埛 鍜?渚涘簲鍟?瑕佹眰 鏇?鑻涘埢 鏉℃ ,-1
2018/6/14,000063.SZ,鍋滅墝 涓や釜 鏈?涓叴 澶嶇墝 璺屽仠 浣曞 鏄?搴?,1
2018/6/14,000063.SZ,浼?涓叴閫氳 钁ｄ簨闀?灏?绌洪檷 ,-1
2018/6/14,000063.SZ,涓叴 澶嶇墝 棣栨棩 甯傚€?钂稿彂 瀹?鍩洪噾 涓嬭皟 浼板€?,1
2018/6/14,000063.SZ,鍙?鍩洪噾 韪?闆?涓叴閫氳 涓€澶?娴簭 杩?,1
2018/6/14,000063.SZ,涓叴閫氳 鍚?閾惰 鐢宠 浜?鎺堜俊棰濆害 澧炲姞 澶?涓存椂 鎻愭 ,1
2018/6/14,000063.SZ,涓叴閫氳 浜嬩欢 钀藉湴 浜掗€?璧勯噾 鍗曟棩 鍑€ 鍗栧嚭 棰?鍒涚邯褰?,1
2018/6/14,000063.SZ,涓叴閫氳 鏄ㄦ棩 浠?鎴愪氦 涓囪偂 骞垮窞 涓€瀹?鍒稿晢 钀ヤ笟閮?涔板叆 鏈€ 澶?,1
2018/6/14,000063.SZ,鎵澃 绉戞妧 宸?灏?鎵归噺鐢熶骇 IGBT 涓叴閫氳 钁ｄ簨 鍊欓€変汉 鍚嶅崟 鍑虹倝 ,1
2018/6/14,000063.SZ,A H鑲?澶嶇墝 鏃?鎮康 鍙屽弻 澶ц穼 涓叴閫氳 甯傚€?钂稿彂 瓒呬嚎 ,1
2018/6/15,000063.SZ,涓叴閫氳 H鑲?鍐?璺?杈?鍋滅墝 鍓?宸?鏆磋穼 杩?,1
2018/6/15,000063.SZ,涓叴閫氳 H鑲?鏀惰穼 澶嶇墝 浠ユ潵 绱 涓嬭穼 ,1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 绗笁鏃?璺屽仠 涓€ 鏈烘瀯 甯綅 涔板叆 涓囧厓 ,1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 涓夋棩 涓€瀛?璺屽仠 娣辫偂閫?浠婃棩 涔板叆 涓囧厓 ,1
2018/6/15,000063.SZ,蹇 涓叴閫氳 寤剁画 璺屽娍 鍦?娓?鍚庡競 涓€搴?璺?,1
2018/6/15,000063.SZ,娓偂 寮傚姩 涓叴閫氳 鍐?璺虫按 鑲′环 璺岃繎 涓€鎴?,-1
2018/6/15,000063.SZ,鐬勫悜 G 椋庡彛 涓叴 灏?鍧氭寔 鑷富 鍒涙柊 鍐?韪?寰佺▼ ,1
2018/6/15,000063.SZ,涓叴閫氳 鍦?棣欐腐 涓€搴?璺?,1
2018/6/15,000063.SZ,涓叴閫氳 H鑲?涓嬭穼 杩?澶氬 鎶曡 涓嬭皟 鐩爣浠?,1
2018/6/15,000063.SZ,涓叴閫氳 H鑲?鍐嶅害 澶ц穼 鍒?涓€骞?澶?鏂颁綆 ,-1
2018/6/15,000063.SZ,涓叴閫氳 澶嶇墝 涓夊ぉ 鍏?璺屽仠 甯傚€?宸?璺岀牬 鍗?,1
2018/6/15,000063.SZ,涓叴閫氳 H鑲?璺岃嚦 鍒涘勾 鏈?浠ユ潵 鏈€浣?,1
2018/6/15,000063.SZ,涓叴閫氳 澶嶇墝 涓?璺屽仠 閫?涓囨墜 鍗曞皝 璺屽仠 甯傚€?璺岀牬 鍗冧嚎 ,1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 涓夋棩 璺屽仠 灏佸崟 瓒?涓囨墜 ,-1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 涓変釜 浜ゆ槗鏃?寮€鐩?璺屽仠 ,1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 涓夋棩 璺屽仠 鎬?甯傚€?璺岀牬 鍗冧嚎 ,1
2018/6/15,000063.SZ,涓叴閫氳 澶嶇洏 绗笁鏃?寮€鐩?缁х画 璺屽仠 鎶ュ厓 ,1
2018/6/15,000063.SZ,涓叴閫氳 寮€鐩?鍐?璺屽仠 鎶涚洏 璧勯噾 瓒呬嚎 ,-1
2018/6/15,000063.SZ,涓叴閫氳 杩炵画 涓夋棩 璺屽仠 鍗栫洏 灏佸崟 瓒呰繃 涓囨墜 ,1
2018/6/16,000063.SZ,涓叴閫氳 涓轰綍 琚?杩芥崸 涓ゅ勾 涔?涔?,-1
2018/6/17,000063.SZ,涓叴閫氳 涓?缇?杈炬垚 鍜岃В 灏?鏀粯 浜跨編鍏?缃氭 ,1
2018/6/18,000063.SZ,涓叴閫氳 HK 涓?浜ゆ槗鏃?绱穼 浠ヤ笂 璇?鎶曡祫 蹇冪湅 鍏徃鍏憡 ,1
2018/6/18,000063.SZ,涓叴閫氳 澶嶇墝 鏆磋穼 閫嗗悜 鏈轰細 鍗冲皢鏉ヤ复 ,-1
2018/6/19,000063.SZ,涓叴 鍛借繍 鍙?閬?娉㈡姌 缇庡浗鍥戒細 鍐冲畾 鍐嶆 婵€娲?绂佷护 ,-1
2018/6/19,000063.SZ,涓叴閫氳 娓偂 璺岃繎 ,1
2018/6/19,000063.SZ,涓叴閫氳 H鑲?璺?鑲′环 涓嶈冻 娓厓 澶嶇墝 浠ユ潵 绱穼 ,1
2018/6/19,000063.SZ,鎭掓寚 鏀惰穼 涓叴閫氳 璺岃繎 鍒?涓ゅ勾 鏉?鏂颁綆 ,1
2018/6/19,000063.SZ,涓叴 鍙橀潻 閲嶇敓 G 椋庡彛 鏈夋湜 閫嗚 ,-1
2018/6/19,000063.SZ,蹇 鎭掓寚 璺屽箙 鎵╁ぇ 涓叴閫氳 H鑲?閲嶆尗 閫?,1
2018/6/19,000063.SZ,G 瀵?涓叴 鑰岃█ 鏄?涓?鏈轰細 闇€瑕?鍔姏 鎵撳ソ 杩?涓€浠?,-1
2018/6/19,000063.SZ,涓叴閫氳 杩炵画 鍥?璺屽仠 H鑲?鍙?閲嶆尗 ,1
2018/6/19,000063.SZ,涓叴閫氳 杩炵画 绗洓涓?涓€瀛?璺屽仠 ,-1
2018/6/19,000063.SZ,娓偂 寮傚姩 涓叴閫氳 璺屽仠 H鑲?缁穼 ,1
2018/6/19,000063.SZ,涓叴閫氳 H鑲?璺屽箙 鎵╁ぇ 鑷冲鐗?浠ユ潵 宸?绱 璺?,-1
2018/6/19,000063.SZ,涓叴閫氳 H鑲?寮€鐩?鍐嶅害 璺屽鐗?浠ユ潵 绱 璺屽箙 杈?,-1
2018/6/19,000063.SZ,涓叴閫氳 杩炵画 鍥涙棩 璺屽仠 H鑲?寮€鐩?璺岃繎 ,1
2018/6/19,000063.SZ,鎭掓寚 璺岀牬 鐐?鍏冲彛 涓叴閫氳 H鑲?璺岃繎 ,1
2018/6/19,000063.SZ,棣欐腐 鎭掔敓鎸囨暟 浣庡紑 涓叴閫氳 H鑲?寮€鐩?璺岃繎 ,1
2018/6/19,000063.SZ,涓叴閫氳 鍥涘害 璺屽仠 鎬?甯傚€?璺岃嚦 ,1
2018/6/19,000063.SZ,涓叴閫氳 杩炵画 鏃?璺屽仠 鍗栫洏 灏佸崟 瓒呰繃 涓囨墜 ,-1
2018/6/19,000063.SZ,澶氬 鍩洪噾 璋冩暣 涓叴閫氳 浼板€?,1
2018/6/19,000063.SZ,鍖椾笂 璧勯噾 鍔犻€?娴佸叆 閬块櫓 鏍囩殑 澶栬祫 澧炴寔 涓叴閫氳 ,1
2018/6/20,000063.SZ,寮哄娍 鍙嶅脊 涓叴閫氳 娓偂 娑?閫?杩炵画 浜?璺屽仠 ,1
2018/6/20,000063.SZ,涓叴閫氳 娓偂 浠婃棩 澶ф定 ,1
2018/6/20,000063.SZ,涓叴閫氳 杩炵画 绗簲涓?璺屽仠 娓歌祫 鍑鸿揣 鏈烘瀯 甯綅 灏忓箙 涔板叆 ,1
2018/6/20,000063.SZ,涓叴閫氳 杩炵画 浜?璺屽仠 浠婃棩 鍥芥嘲鍚涘畨 涓€ 钀ヤ笟閮?鍗栦竾 ,1
2018/6/20,000063.SZ,涓叴閫氳 鍙?H鑲?鍐扮伀 涓ら噸澶?缇庡浗 灏?鎭㈠ 閿€鍞?绂佷护 ,1
2018/6/20,000063.SZ,涓叴閫氳 杩炵画 浜旀棩 涓€瀛?璺屽仠 浠婃棩 涓?鏈烘瀯 甯綅 涔板叆 涓囧厓 ,1
2018/6/20,000063.SZ,涓叴閫氳 浜旇繛璺?澶氬 鍩洪噾 鍏徃 涓嬭皟 浼板€?,1
2018/6/20,000063.SZ,鎭掓寚 娑?鎶ョ偣 涓叴閫氳 鏆存定 ,1
2018/6/20,000063.SZ,澶氬 鍩洪噾 鍏徃 鍐嶆 涓嬭皟 涓叴閫氳 浼板€?鏈€浣?涓哄厓 ,-1
2018/6/20,000063.SZ,澶氬 鍩洪噾 鍐嶆 涓嬭皟 涓叴閫氳 浼板€?鏈€浣?涓哄厓 ,-1
2018/6/20,000063.SZ,涓叴 绱ф€?婢勬竻 缇庡弬璁櫌 鎭㈠ 澶勭綒 鎶曠エ 闈?缇庡浗 娉曞緥 娓偂 澶ф定 ,1
2018/6/20,000063.SZ,涓叴閫氳 H鑲?鍙嶅脊 杩炵画 浜?璺屽仠 浼板€?鍐?琚?涓嬭皟 杩樹細 鏈?鍑犱釜 璺屽仠 ,1
2018/6/20,000063.SZ,涓叴閫氳 缇庡浗鍙傝闄?鎵€ 閫氳繃 NDAA 鐗堟湰 浠嶉潪 缇庡浗 娉曞緥 ,1
2018/6/20,000063.SZ,娓偂 寮傚姩 涓叴閫氳 绉?缇庡弬璁櫌 閫氳繃 鐨?NDAA 闈?缇庡浗 娉曞緥 鐜?澶у箙 鍙嶅脊 ,1
2018/6/20,000063.SZ,涓叴閫氳 娓偂 涓€搴?娑?,1
2018/6/20,000063.SZ,涓叴閫氳 H鑲?鍙嶅脊 閫?婢勬竻 缇庡浗鍙傝闄?閫氳繃 鐨?NDAA 鐨?鐗堟湰 鐩墠 浠嶉潪 缇庡浗 娉曞緥 ,-1
2018/6/20,000063.SZ,涓叴閫氳 婢勬竻 缇庡浗 娉曟 褰卞搷 鍚?棣欐腐 鑲′环 澶ф定 ,1
2018/6/20,000063.SZ,涓叴閫氳 缇庡浗鍙傝闄?閫氳繃 NDAA 鐗堟湰 鐩墠 浠嶉潪 缇庡浗 娉曞緥 ,1
2018/6/20,000063.SZ,涓叴閫氳 缇庡浗鍙傝闄?閫氳繃 鐨?NADD 鐨?鐗堟湰 鐩墠 浠嶉潪 缇庡浗 娉曞緥 ,-1
